/m/031y2;/base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer;/m/0dxmyh;MISS_149;MISS_2636
/m/0140g4;/film/film/language;/m/02h40lc;20;1
/m/03kdl;/government/politician/government_positions_held./government/government_position_held/basic_title;/m/060c4;3;1
/m/0sx7r;/olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal;/m/02lq5w;1;1
/m/0tj9;/people/person/languages;/m/03k50;44;1
/m/02_xgp2;/education/educational_degree/people_with_this_degree./education/education/institution;/m/01zzy3;4;430
/m/04xn_;/organization/organization_member/member_of./organization/organization_membership/organization;/m/0_2v;7;3
/m/064lsn;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/07ssc;4;1
/m/0mzkr;/music/record_label/artist;/m/0qf3p;2;4
/m/0420y;/influence/influence_node/influenced_by;/m/043s3;54;5
/m/08wq0g;/people/person/gender;/m/05zppz;129;1
/m/0p07l;/location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source;/m/0jbk9;13;1
/m/01q9b9;/people/person/profession;/m/02jknp;515;3
/m/04bp0l;/tv/tv_program/languages;/m/02h40lc;33;1
/m/07r4c;/people/person/profession;/m/016z4k;423;3
/m/0h95927;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/02vzc;21;2
/m/0x3b7;/music/artist/contribution./music/recording_contribution/performance_role;/m/03bx0bm;555;2
/m/02hsq3m;/award/award_category/nominees./award/award_nomination/nominated_for;/m/0ndwt2w;4;54
/m/0q96;/common/topic/webpage./common/webpage/category;/m/08mbj5d;MISS_8523;MISS_1
/m/01mgw;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/01znc_;21;3
/m/03gt0c5;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0gs96;1;1
/m/0w0d;/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country;/m/0chghy;5;1
/m/02k4gv;/film/actor/film./film/performance/film;/m/02rrh1w;856;662
/m/06nnj;/location/location/adjoin_s./location/adjoining_relationship/adjoins;/m/015fr;2;1
/m/0pkyh;/people/person/place_of_birth;/m/01n244;192;661
/m/0bc773;/award/award_ceremony/awards_presented./award/award_honor/award_winner;/m/0d6d2;115;1242
/m/01mgw;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/06t8v;23;7
/m/0g6ff;/people/ethnicity/people;/m/0zm1;7;50
/m/073749;/people/person/nationality;/m/09c7w0;20;1
/m/04g9gd;/film/film/genre;/m/07s9rl0;6;1
/m/03s9v;/people/person/profession;/m/0h9c;222;27
/m/0crs0b8;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/035qy;54;7
/m/0cp0790;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/0dxtw;722;2
/m/0dvmd;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/015t7v;87;159
/m/03h4fq7;/film/film/executive_produced_by;/m/027z0pl;1;1
/m/092c5f;/award/award_ceremony/awards_presented./award/award_honor/award_winner;/m/024n3z;1;1
/m/01q7q2;/education/educational_institution/students_graduates./education/education/student;/m/04411;163;265
/m/03f7xg;/award/award_winning_work/awards_won./award/award_honor/award;/m/02qrbbx;4;12
/m/03zqc1;/people/person/gender;/m/02zsn;7;1
/m/02qzh2;/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium;/m/029j_;72;1
/m/0170th;/film/film/featured_film_locations;/m/0rh6k;82;4
/m/0142rn;/business/job_title/people_with_this_title./business/employment_tenure/company;/m/0537b;5;23
/m/018p4y;/people/person/places_lived./people/place_lived/location;/m/03gh4;1571;129
/m/011s9r;/people/deceased_person/place_of_death;/m/030qb3t;1662;2
/m/02x258x;/award/award_category/nominees./award/award_nomination/nominated_for;/m/09cr8;51;152
/m/05v10;/location/country/form_of_government;/m/01d9r3;14;1
/m/0f4x7;/award/award_category/nominees./award/award_nomination/nominated_for;/m/0bx0l;4;93
/m/021pqy;/film/film/film_production_design_by;/m/07s9tsr;6;54
/m/0x3b7;/award/award_nominee/award_nominations./award/award_nomination/award;/m/026m9w;10;8
/m/02qny_;/people/person/nationality;/m/09c7w0;603;1
/m/02fcs2;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0gr4k;10;1
/m/01xqw;/music/performance_role/regular_performances./music/group_membership/role;/m/03_vpw;69;58
/m/0135p7;/location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source;/m/0jbk9;151;1
/m/03_80b;/people/deceased_person/place_of_death;/m/0f485;MISS_3210;MISS_967
/m/02rg_4;/education/educational_institution/school_type;/m/04qbv;70;10
/m/07j9n;/military/military_conflict/combatants./military/military_combatant_group/combatants;/m/05kyr;1;1
/m/05pcn59;/award/award_category/winners./award/award_honor/award_winner;/m/02jtjz;51;824
/m/0mkc3;/location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source;/m/0jbk9;1;1
/m/044zvm;/film/actor/film./film/performance/film;/m/03nx8mj;1123;601
/m/026rm_y;/people/person/profession;/m/02hrh1q;1;1
/m/01k98nm;/people/person/nationality;/m/09c7w0;3;1
/m/01xqw;/music/instrument/instrumentalists;/m/04f7c55;33;196
/m/0gvstc3;/award/award_ceremony/awards_presented./award/award_honor/award_winner;/m/0dvld;53;609
/m/01d0fp;/film/actor/film./film/performance/film;/m/035s95;1203;861
/m/02g8mp;/award/award_category/winners./award/award_honor/ceremony;/m/02cg41;3;1
/m/02rmd_2;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/06mzp;88;15
/m/02b0y3;/soccer/football_team/current_roster./soccer/football_roster_position/position;/m/0dgrmp;32;1
/m/0sz28;/people/person/nationality;/m/09c7w0;2;1
/m/019v9k;/education/educational_degree/people_with_this_degree./education/education/institution;/m/06pwq;1;1
/m/019v9k;/education/educational_degree/people_with_this_degree./education/education/institution;/m/02zcnq;2;117
/m/03t95n;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/02r96rf;18;1
/m/0b_734;/base/marchmadness/ncaa_basketball_tournament/seeds./base/marchmadness/ncaa_tournament_seed/team;/m/03d555l;17;8
/m/02y_2y;/people/person/gender;/m/05zppz;60;1
/m/01sv6k;/base/biblioness/bibs_location/country;/m/03rk0;61;1
/m/0gjvqm;/award/award_nominee/award_nominations./award/award_nomination/award;/m/03qgjwc;10;6
/m/07g_0c;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/06mzp;66;10
/m/060c4;/business/job_title/people_with_this_title./business/employment_tenure/company;/m/03bnb;2;13
/m/0gkz15s;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/0k6nt;3;5
/m/035sc2;/people/person/profession;/m/01d_h8;151;1
/m/060c4;/organization/role/leaders./organization/leadership/organization;/m/023znp;1;26
/m/0169dl;/film/actor/film./film/performance/film;/m/03s6l2;6;46
/m/09v9mks;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/06mkj;6;1
/m/0151ns;/common/topic/webpage./common/webpage/category;/m/08mbj5d;2558;1
/m/02hrb2;/common/topic/webpage./common/webpage/category;/m/08mbj5d;24;1
/m/02vx4;/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country;/m/01ls2;6;24
/m/0d4htf;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/01vx2h;164;1
/m/0gjcrrw;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/0163v;164;44
/m/016t_3;/education/educational_degree/people_with_this_degree./education/education/institution;/m/017z88;4;182
/m/06dfg;/base/aareas/schema/administrative_area/administrative_parent;/m/02j71;2;1
/m/0ckrgs;/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium;/m/07c52;1461;4
/m/08jyyk;/music/genre/artists;/m/0lsw9;4;25
/m/0lbj1;/film/actor/film./film/performance/film;/m/01dvbd;365;287
/m/0f0y8;/people/person/profession;/m/01c72t;170;1
/m/0b_6v_;/base/marchmadness/ncaa_basketball_tournament/seeds./base/marchmadness/ncaa_tournament_seed/team;/m/04088s0;2;1
/m/01v_0b;/award/award_nominee/award_nominations./award/award_nomination/award;/m/040vk98;49;3
/m/0p4wb;/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location;/m/0j1z8;8;88
/m/03jldb;/people/person/profession;/m/02hrh1q;3;1
/m/02x3lt7;/film/film/genre;/m/07s9rl0;391;1
/m/02y_j8g;/award/award_category/winners./award/award_honor/award_winner;/m/0psss;39;179
/m/02vjp3;/film/film/country;/m/09c7w0;21;1
/m/0k269;/people/person/profession;/m/03gjzk;1334;3
/m/03ym1;/people/person/profession;/m/02hrh1q;1;1
/m/01j851;/award/award_nominee/award_nominations./award/award_nomination/award;/m/03c7tr1;519;11
/m/09pl3s;/people/person/nationality;/m/09c7w0;153;1
/m/01gvsn;/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium;/m/029j_;84;1
/m/0244r8;/people/person/place_of_birth;/m/0chgzm;2438;215
/m/025rvx0;/film/film/executive_produced_by;/m/030_3z;36;1
/m/0233bn;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/06mkj;13;1
/m/0dkv90;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/01vx2h;9;4
/m/0kh6b;/people/person/nationality;/m/07ssc;35;1
/m/025rvx0;/film/film/estimated_budget./measurement_unit/dated_money_value/currency;/m/09nqf;81;1
/m/07h34;/location/location/contains;/m/0_wm_;1;3
/m/0fp_v1x;/base/schemastaging/person_extra/net_worth./measurement_unit/dated_money_value/currency;/m/09nqf;2046;1
/m/09fqgj;/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium;/m/029j_;27;1
/m/0dq3c;/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office;/m/0165v;5;20
/m/09p7fh;/film/film/genre;/m/07s9rl0;34;1
/m/078ds;/people/ethnicity/languages_spoken;/m/07c9s;38;6
/m/0qf11;/award/award_nominee/award_nominations./award/award_nomination/award;/m/03qbh5;103;10
/m/0kv238;/film/film/featured_film_locations;/m/04jpl;1642;4
/m/02h9_l;/award/award_nominee/award_nominations./award/award_nomination/award;/m/01cw7s;261;18
/m/0fhpv4;/award/award_category/nominees./award/award_nomination/nominated_for;/m/09k56b7;41;70
/m/0292l3;/award/award_nominee/award_nominations./award/award_nomination/award;/m/09sb52;150;1
/m/02x3lt7;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/01mjq;62;28
/m/01fs_4;/award/award_nominee/award_nominations./award/award_nomination/nominated_for;/m/01rp13;920;26
/m/07xl34;/organization/role/leaders./organization/leadership/organization;/m/01hnb;1;324
/m/0cx7f;/music/genre/parent_genre;/m/06by7;3;1
/m/0gs96;/award/award_category/nominees./award/award_nomination/nominated_for;/m/0jvt9;8;199
/m/07y_7;/music/performance_role/regular_performances./music/group_membership/group;/m/0134wr;1;1
/m/04ljl_l;/award/award_category/nominees./award/award_nomination/nominated_for;/m/0ch3qr1;1;2
/m/05rx__;/influence/influence_node/influenced_by;/m/029_3;95;62
/m/0n85g;/music/record_label/artist;/m/07mvp;4;11
/m/0xnvg;/people/ethnicity/people;/m/04ls53;3;2333
/m/04xvlr;/media_common/netflix_genre/titles;/m/0ywrc;1;82
/m/06z6r;/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country;/m/0h8d;3;43
/m/018_lb;/people/person/places_lived./people/place_lived/location;/m/0d04z6;29;771
/m/0g768;/music/record_label/artist;/m/0136p1;6;122
/m/0291ck;/film/film/language;/m/04306rv;1433;4
/m/0739z6;/people/person/profession;/m/016z4k;4184;21
/m/0lgm5;/people/person/places_lived./people/place_lived/location;/m/0cc56;2739;16
/m/03n6r;/people/person/spouse_s./people/marriage/location_of_ceremony;/m/0f1sm;2004;105
/m/0hzlz;/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics;/m/018qb4;13;11
/m/0cdbq;/location/country/official_language;/m/06b_j;1;1
/m/02w9sd7;/award/award_category/nominees./award/award_nomination/nominated_for;/m/04q827;31;114
/m/0h3tv;/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month;/m/02xx5;1;1
/m/05p09zm;/award/award_category/nominees./award/award_nomination/nominated_for;/m/01mszz;3;62
/m/0mfc0;/award/award_nominee/award_nominations./award/award_nomination/award;/m/01yz0x;3;1
/m/02_nkp;/people/person/spouse_s./people/marriage/type_of_union;/m/04ztj;1102;1
/m/015f7;/people/person/gender;/m/02zsn;1;1
/m/047s_cr;/people/person/profession;/m/02hrh1q;2;1
/m/06cmp;/location/country/capital;/m/06c62;4;1
/m/014l7h;/business/job_title/people_with_this_title./business/employment_tenure/company;/m/049rl0;1;431
/m/018wdw;/award/award_category/nominees./award/award_nomination/nominated_for;/m/0c38gj;44;684
/m/0jymd;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/03_3d;39;1
/m/04rvy8;/people/deceased_person/place_of_death;/m/030qb3t;1279;1
/m/0697s;/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics;/m/0jdk_;41;2
/m/06hx2;/people/person/profession;/m/0cbd2;253;4
/m/0jzphpx;/award/award_ceremony/awards_presented./award/award_honor/award_winner;/m/02x8z_;3;55
/m/09nwwf;/music/genre/artists;/m/0ycp3;2;7
/m/081pw;/film/film_subject/films;/m/04nm0n0;1;137
/m/012x2b;/base/popstra/celebrity/friendship./base/popstra/friendship/participant;/m/0bq2g;10;1
/m/01cwkq;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/02bkdn;40;1
/m/04b5l3;/sports/sports_team/roster./baseball/baseball_roster_position/position;/m/02lyr4;1;1
/m/02sjgpq;/education/educational_institution/students_graduates./education/education/major_field_of_study;/m/01mkq;1;1
/m/06wjf;/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month;/m/02xx5;1;1
/m/0bh8tgs;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/05sb1;21;15
/m/01pxcf;/education/educational_institution_campus/educational_institution;/m/01pxcf;MISS_1;MISS_1
/m/0mlxt;/location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source;/m/0jbk9;1;1
/m/0c0zq;/award/award_winning_work/awards_won./award/award_honor/award;/m/027b9k6;134;107
/m/018gkb;/music/artist/track_contributions./music/track_contribution/role;/m/04rzd;60;11
/m/01_0f7;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/0dxtw;298;4
/m/026v1z;/award/award_nominee/award_nominations./award/award_nomination/award;/m/01l29r;45;4
/m/015p37;/film/actor/film./film/performance/film;/m/03lrht;9;8
/m/05c0jwl;/organization/role/leaders./organization/leadership/organization;/m/0yldt;3;65
/m/02fgp0;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0c4z8;58;6
/m/01vwbts;/award/award_nominee/award_nominations./award/award_nomination/award;/m/02f6ym;16;6
/m/0488g;/location/statistical_region/religions./location/religion_percentage/religion;/m/05sfs;1;1
/m/015pxr;/influence/influence_node/influenced_by;/m/021bk;140;824
/m/0xsk8;/people/person/profession;/m/01c72t;1490;17
/m/0gs1_;/people/person/profession;/m/07s467s;358;38
/m/05bt6j;/music/genre/artists;/m/0167km;1;52
/m/04cw0n4;/people/person/place_of_birth;/m/09pxc;33;805
/m/018vs;/music/performance_role/regular_performances./music/group_membership/group;/m/01wv9xn;1;1
/m/018vs;/music/performance_role/regular_performances./music/group_membership/group;/m/017lb_;1;10
/m/077w0b;/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location;/m/09lxtg;9;162
/m/077w0b;/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location;/m/0d060g;4;1
/m/01vfqh;/award/award_winning_work/awards_won./award/award_honor/award;/m/027b9k6;204;41
/m/040njc;/award/award_category/nominees./award/award_nomination/nominated_for;/m/07cdz;2;5
/m/07kb5;/people/person/profession;/m/05t4q;83;6
/m/0bk1p;/award/award_nominee/award_nominations./award/award_nomination/award;/m/02f72_;296;10
/m/07vqnc;/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor;/m/01x0sy;4;13
/m/0hgnl3t;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/0ch6mp2;27;1
/m/05zy2cy;/film/film/runtime./film/film_cut/film_release_region;/m/0jgd;29;2
/m/028qdb;/people/person/nationality;/m/09c7w0;1379;1
/m/047dpm0;/sports/sports_league_draft/picks./sports/sports_league_draft_pick/school;/m/01j_06;9;62
/m/01jssp;/education/educational_institution/students_graduates./education/education/major_field_of_study;/m/02j62;7;1
/m/03bxwtd;/people/person/profession;/m/04f2zj;59;8
/m/01x2_q;/people/person/nationality;/m/0d060g;4557;4
/m/072hx4;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/01mjq;31;6
/m/07_m9_;/people/person/nationality;/m/0h7x;2100;4
/m/03hpkp;/education/educational_institution/students_graduates./education/education/major_field_of_study;/m/062z7;334;5
/m/05p8bf9;/soccer/football_team/current_roster./soccer/football_roster_position/position;/m/02_j1w;31;1
/m/01g23m;/people/person/spouse_s./people/marriage/type_of_union;/m/01g63y;20;1
/m/07nnp_;/film/film/genre;/m/09blyk;39;5
/m/0bwh6;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0f_nbyh;316;56
/m/0gyh2wm;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/0345h;10;1
/m/0h03fhx;/film/film/genre;/m/07s9rl0;34;1
/m/04mwxk3;/organization/organization/headquarters./location/mailing_address/citytown;/m/05qtj;136;7
/m/01q2nx;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/02r96rf;120;3
/m/0n2m7;/location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency;/m/09nqf;24;1
/m/02fj8n;/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium;/m/029j_;9;1
/m/0bq8tmw;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/015h31;505;17
/m/09b6zr;/government/politician/government_positions_held./government/government_position_held/basic_title;/m/060c4;3;1
/m/04vq3h;/film/actor/film./film/performance/film;/m/01r97z;1680;1350
/m/03zqc1;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/03w4sh;4;1
/m/012x4t;/award/award_nominee/award_nominations./award/award_nomination/award;/m/054ks3;47;1
/m/0b79gfg;/people/person/profession;/m/09zzb8;7;7
/m/01wgxtl;/award/award_nominee/award_nominations./award/award_nomination/award;/m/03t5b6;1;2
/m/064t9;/music/genre/artists;/m/06tp4h;1;2
/m/064t9;/music/genre/artists;/m/06w2sn5;1;3
/m/02v703;/award/award_category/winners./award/award_honor/ceremony;/m/01s695;1;1
/m/02xnjd;/people/person/nationality;/m/09c7w0;319;1
/m/07f5x;/organization/organization_member/member_of./organization/organization_membership/organization;/m/0b6css;26;2
/m/0137n0;/people/person/places_lived./people/place_lived/location;/m/05jbn;72;4
/m/0djlxb;/film/film/genre;/m/07s9rl0;30;1
/m/05fjy;/location/statistical_region/religions./location/religion_percentage/religion;/m/021_0p;7;1
/m/052p7;/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month;/m/05lf_;2;1
/m/07t90;/education/educational_institution/students_graduates./education/education/major_field_of_study;/m/04rjg;4;1
/m/05v8c;/olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics;/m/06sks6;12;1
/m/03_r3;/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics;/m/0lgxj;20;1
/m/03cffvv;/film/film/language;/m/02h40lc;1;1
/m/02swsm;/music/record_label/artist;/m/04d_mtq;1;1
/m/01wyz92;/award/award_nominee/award_nominations./award/award_nomination/award;/m/02f72_;12;3
/m/047p7fr;/film/film/genre;/m/05p553;1;1
/m/015bwt;/award/award_nominee/award_nominations./award/award_nomination/award;/m/01d38g;3;2
/m/01q24l;/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office;/m/0r4xt;1;87
/m/01n7q;/location/location/contains;/m/0qxzd;1;15
/m/017gl1;/film/film/executive_produced_by;/m/06q8hf;2;1
/m/01pg1d;/film/actor/film./film/performance/film;/m/016y_f;6;7
/m/01dbns;/organization/organization/headquarters./location/mailing_address/country;/m/06t2t;1062;348
/m/02bgmr;/people/person/profession;/m/0nbcg;66;2
/m/09fb5;/people/person/religion;/m/0c8wxp;791;1
/m/02704ff;/film/film/production_companies;/m/054lpb6;69;3
/m/0nqph;/common/topic/webpage./common/webpage/category;/m/08mbj5d;743;1
/m/08cn_n;/award/award_nominee/award_nominations./award/award_nomination/award;/m/05b1610;232;10
/m/03kx49;/film/film/estimated_budget./measurement_unit/dated_money_value/currency;/m/09nqf;139;1
/m/03sbs;/influence/influence_node/influenced_by;/m/0372p;16;11
/m/0r785;/location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source;/m/0jbk9;1;1
/m/01ps2h8;/people/person/profession;/m/0kyk;296;9
/m/0f40w;/film/film/production_companies;/m/05qd_;293;8
/m/02x4sn8;/award/award_category/nominees./award/award_nomination/nominated_for;/m/0170yd;11;43
/m/0963mq;/film/film/genre;/m/06nbt;618;36
/m/0h6dy;/government/governmental_body/members./government/government_position_held/legislative_sessions;/m/01gvxh;1;1
/m/07z2lx;/award/award_category/category_of;/m/0gcf2r;1;1
/m/03nc9d;/award/award_category/winners./award/award_honor/ceremony;/m/056878;1;1
/m/01s47p;/location/country/official_language;/m/06nm1;2;1
/m/037q2p;/education/educational_institution/colors;/m/083jv;57;1
/m/03v0t;/location/statistical_region/religions./location/religion_percentage/religion;/m/01y0s9;5;1
/m/07wlf;/education/educational_institution/students_graduates./education/education/major_field_of_study;/m/04x_3;79;10
/m/02rx2m5;/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium;/m/029j_;69;1
/m/018gqj;/people/person/profession;/m/0dz3r;412;5
/m/0l3kx;/location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source;/m/0jbk9;1;1
/m/03gt46z;/award/award_ceremony/awards_presented./award/award_honor/award_winner;/m/02778yp;4;52
/m/0872p_c;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/05v10;3;8
/m/0dhrqx;/people/person/nationality;/m/03spz;1472;4
/m/03w94xt;/music/genre/artists;/m/06k02;69;136
/m/042kg;/people/person/profession;/m/0cbd2;1384;2
/m/0bxl5;/music/performance_role/track_performances./music/track_contribution/role;/m/02fsn;1;17
/m/071vr;/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month;/m/03_ly;1;1
/m/07vc_9;/film/actor/film./film/performance/film;/m/08hmch;326;442
/m/0fxyd;/location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency;/m/09nqf;4;1
/m/06t2t;/organization/organization_member/member_of./organization/organization_membership/organization;/m/0j7v_;129;4
/m/0fjfh;/food/food/nutrients./food/nutrition_fact/nutrient;/m/027g6p7;4;8
/m/011vx3;/people/person/religion;/m/07w8f;3657;31
/m/01kym3;/people/person/nationality;/m/03_3d;2;1
/m/0180mw;/award/award_winning_work/awards_won./award/award_honor/award_winner;/m/030_1_;99;1005
/m/01yhvv;/award/award_nominee/award_nominations./award/award_nomination/nominated_for;/m/0hz55;1;1
/m/033tf_;/people/ethnicity/people;/m/02f8lw;6;1525
/m/04rrd;/location/location/contains;/m/0tt6k;1;3
/m/01z4y;/media_common/netflix_genre/titles;/m/01jft4;1;6
/m/01z4y;/media_common/netflix_genre/titles;/m/0blpg;1;50
/m/01z4y;/media_common/netflix_genre/titles;/m/0421v9q;1;2
/m/02zyy4;/base/schemastaging/person_extra/net_worth./measurement_unit/dated_money_value/currency;/m/09nqf;2824;1
/m/0tct_;/location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source;/m/0jbk9;113;1
/m/02pptm;/education/educational_institution/students_graduates./education/education/major_field_of_study;/m/0g26h;22;3
/m/01jpqb;/education/educational_institution/school_type;/m/05jxkf;26;1
/m/087wc7n;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/016wzw;8;7
/m/028fjr;/business/job_title/people_with_this_title./business/employment_tenure/company;/m/0300cp;14;2
/m/02fqrf;/film/film/distributors./film/film_film_distributor_relationship/film_distribution_medium;/m/02nxhr;5;1
/m/02rqwhl;/film/film/genre;/m/03mqtr;810;13
/m/0cc5mcj;/film/film/featured_film_locations;/m/05fjy;216;288
/m/0ldqf;/user/jg/default_domain/olympic_games/sports;/m/06z6r;1;1
/m/01slc;/sports/sports_team/colors;/m/083jv;37;1
/m/01n073;/organization/organization/child./organization/organization_relationship/child;/m/05925;17;22
/m/022fj_;/organization/organization/headquarters./location/mailing_address/state_province_region;/m/02xry;2;1
/m/0c2ry;/people/person/places_lived./people/place_lived/location;/m/02_n7;552;491
/m/03fyrh;/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country;/m/0jhd;5;9
/m/09blyk;/media_common/netflix_genre/titles;/m/0dgrwqr;10;804
/m/01c333;/organization/non_profit_organization/registered_with./organization/non_profit_registration/registering_agency;/m/03z19;8;1
/m/07xyn1;/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location;/m/02j71;110;2
/m/0kq2g;/location/location/adjoin_s./location/adjoining_relationship/adjoins;/m/0l2nd;3;3
/m/0gg8z1f;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/047yc;48;3
/m/0161sp;/common/topic/webpage./common/webpage/category;/m/08mbj5d;92;1
/m/01w5jwb;/music/artist/track_contributions./music/track_contribution/role;/m/0l14qv;105;8
/m/04x4vj;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/09zzb8;3;1
/m/02tf1y;/people/person/spouse_s./people/marriage/type_of_union;/m/04ztj;515;1
/m/054ks3;/award/award_category/nominees./award/award_nomination/nominated_for;/m/07tw_b;71;1257
/m/01hbq0;/film/actor/film./film/performance/film;/m/042g97;3131;1845
/m/03np3w;/people/person/spouse_s./people/marriage/type_of_union;/m/04ztj;331;1
/m/03qnvdl;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/035qy;1;1
/m/029ql;/people/person/nationality;/m/09c7w0;4;1
/m/02j490;/people/person/profession;/m/01d_h8;1465;2
/m/03gwpw2;/award/award_ceremony/awards_presented./award/award_honor/honored_for;/m/03_gz8;1;2
/m/0xddr;/common/topic/webpage./common/webpage/category;/m/08mbj5d;624;1
/m/0fby2t;/award/award_nominee/award_nominations./award/award_nomination/award;/m/05zvj3m;849;54
/m/02jxk;/user/ktrueman/default_domain/international_organization/member_states;/m/03rjj;1;1
/m/0b_7k;/people/person/profession;/m/01d_h8;31;1
/m/019bk0;/award/award_ceremony/awards_presented./award/award_honor/award_winner;/m/01vx5w7;2;73
/m/012jfb;/film/film/personal_appearances./film/personal_film_appearance/person;/m/01zlh5;11;195
/m/03gwpw2;/award/award_ceremony/awards_presented./award/award_honor/award_winner;/m/024rbz;5;121
/m/01gv_f;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0gqyl;124;7
/m/05sxzwc;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/0d2b38;4;1
/m/049n7;/baseball/baseball_team/team_stats./baseball/baseball_team_stats/season;/m/027mvrc;1;1
/m/01900g;/people/person/gender;/m/05zppz;310;1
/m/019bk0;/award/award_ceremony/awards_presented./award/award_honor/award_winner;/m/01l03w2;17;144
/m/0bynt;/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country;/m/05c74;1;7
/m/04fkg4;/people/person/spouse_s./people/marriage/type_of_union;/m/04ztj;166;1
/m/0dc_ms;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/06t8v;28;12
/m/09tqkv2;/film/film/genre;/m/0d63kt;41;23
/m/02r1c18;/film/film/language;/m/03hkp;231;5
/m/04mnts;/sports/sports_team/colors;/m/06fvc;105;1
/m/04nlb94;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/09vw2b7;162;3
